Weapon name,Operative type,Operative index,FF,Range,A,WBS,D,CD,Crit,AP,Relentless,Ceaseless,Balanced,Brutal,NoCover,Hot,Blast,Fusilade,Torrent,Limited,Heavy,Unwieldy,Silent,Unload Slugs,Smart Targeting,Indirect,Barrage,Detonate,P,CritMW,Rending,Stun,Lashwhip,Reap,Splash
Big Choppa,Kommando Nob,194,False,,4,2,5,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Klaw,Kommando Nob,194,False,,4,3,5,7,6,0,False,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Kommando Boy,184,True,⬟,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Choppa,Kommando Boy,184,False,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Throwing Knives,Kommando Slasha Boy,185,True,⬟,4,3,2,5,6,0,False,False,False,False,False,False,,False,,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False
Twin Choppas,Kommando Slasha Boy,185,False,,4,3,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Kommando Breacha Boy,186,True,⬟,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Breacha Ram,Kommando Breacha Boy,186,True,,3,3,5,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Scoped Big Shoota,Kommando Snipa Boy,187,True,,6,3,2,2,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,2,False,False,False,False,False
Fists,Kommando Snipa Boy,187,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Dakka Shoota,Kommando Dakka Boy,188,True,,5,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False
Fists,Kommando Dakka Boy,188,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Shokka Pistol,Kommando Comms Boy,189,True,⬟,6,4,1,1,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,2,False,True,False,False,False
Fists,Kommando Comms Boy,189,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Burna,Kommando Burna Boy,190,True,⬟,5,2,2,2,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Kommando Burna Boy,190,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rokkit Launcha,Kommando Rokkit Boy,191,True,,5,4,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,1
Fists,Kommando Rokkit Boy,191,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grot Choppa,Kommando Grot,192,False,,3,5,1,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Dynamite,Bomb Squig,193,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,2,0,False,False,False,False,False
Vicious Bite,Bomb Squig,193,False,,3,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Storm Bolter,Grey Knight Warrior,95,True,,4,3,3,4,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Daemon Hammer,Grey Knight Warrior,95,False,,5,4,5,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Nemesis Falchions,Grey Knight Warrior,95,False,,5,3,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Force Weapon,Grey Knight Warrior,95,False,,5,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Warding Stave,Grey Knight Warrior,95,False,,5,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Incinerator,Grey Knight Gunner,96,True,⬟,6,3,2,3,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Psilencer,Grey Knight Gunner,96,True,,6,3,3,4,6,0,False,False,False,False,False,False,,True,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Psycannon,Grey Knight Gunner,96,True,,5,2,4,6,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Grey Knight Gunner,96,False,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Storm Bolter,Grey Knight Justicar,97,True,,4,2,3,4,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Daemon Hammer,Grey Knight Justicar,97,False,,5,3,5,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Nemesis Falchions,Grey Knight Justicar,97,False,,5,2,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Force Weapon,Grey Knight Justicar,97,False,,5,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Nemesis Warding Stave,Grey Knight Justicar,97,False,,5,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Double Rending Claws,Genestealer Fighter,0,False,,5,3,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Rending Claws,Genestealer Fighter,0,False,,5,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Scything Talons,Genestealer Fighter,0,False,,5,3,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Double Rending Claws,Genestealer Leader,1,False,,5,2,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Rending Claws,Genestealer Leader,1,False,,5,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Scything Talons,Genestealer Leader,1,False,,5,2,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Deathspitter,Tyranid Warrior Fighter,2,True,,5,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Devourer,Tyranid Warrior Fighter,2,True,,5,4,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Lashwhip,Tyranid Warrior Fighter,2,True,■,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,True,False,False
Spinefists,Tyranid Warrior Fighter,2,True,⬟,5,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bonesword,Tyranid Warrior Fighter,2,False,,3,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boneswords,Tyranid Warrior Fighter,2,False,,4,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rending Claws,Tyranid Warrior Fighter,2,False,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Scything Talons,Tyranid Warrior Fighter,2,False,,4,3,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Barbed Strangler,Tyranid Warrior Heavy Gunner,3,True,,5,4,4,5,6,0,False,False,False,False,False,False,◯,False,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Lashwhip,Tyranid Warrior Heavy Gunner,3,True,■,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,True,False,False
Venom Cannon,Tyranid Warrior Heavy Gunner,3,True,,5,4,5,6,6,1,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bonesword,Tyranid Warrior Heavy Gunner,3,False,,3,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boneswords,Tyranid Warrior Heavy Gunner,3,False,,4,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rending Claws,Tyranid Warrior Heavy Gunner,3,False,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Scything Talons,Tyranid Warrior Heavy Gunner,3,False,,4,3,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Deathspitter,Tyranid Warrior Leader,4,True,,5,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Devourer,Tyranid Warrior Leader,4,True,,5,3,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Lashwhip,Tyranid Warrior Leader,4,True,■,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,True,False,False
Spinefists,Tyranid Warrior Leader,4,True,⬟,5,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bonesword,Tyranid Warrior Leader,4,False,,3,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boneswords,Tyranid Warrior Leader,4,False,,4,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rending Claws,Tyranid Warrior Leader,4,False,,4,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Scything Talons,Tyranid Warrior Leader,4,False,,4,2,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Devourer,Termagant,5,True,,5,4,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fleshborer,Termagant,5,True,⬟,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Spinefists,Termagant,5,True,⬟,4,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Claws,Termagant,5,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Scything Talons,Hormagaunt,6,False,,4,4,4,6,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Scything Talons,Hormagaunt,6,False,,4,4,4,6,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Blaster - Close Range,Fire Warrior Shasla,202,True,⬟,4,4,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Blaster - Long Range,Fire Warrior Shasla,202,True,,4,4,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Carbine,Fire Warrior Shasla,202,True,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Rifle,Fire Warrior Shasla,202,True,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Fire Warrior Shasla,202,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Blaster - Close Range,Fire Warrior Shasui,203,True,⬟,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Blaster - Long Range,Fire Warrior Shasui,203,True,,4,3,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Carbine,Fire Warrior Shasui,203,True,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Rifle,Fire Warrior Shasui,203,True,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Fire Warrior Shasui,203,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Carbine,Pathfinder Shasla,204,True,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Pathfinder Shasla,204,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ion Rifle - Standard,Pathfinder Heavy Gunner,205,True,,5,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Ion Rifle - Overcharge,Pathfinder Heavy Gunner,205,True,,5,4,5,6,6,1,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rail Rifle,Pathfinder Heavy Gunner,205,True,,4,4,4,4,5,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,2,False,False,False,False,False
Gun Butt,Pathfinder Heavy Gunner,205,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Pulse Carbine,Pathfinder Shasui,206,True,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Pathfinder Shasui,206,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Burst Cannon,Stealth Battlesuit Shasui,207,True,,6,4,3,4,6,0,False,True,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fusion Blaster,Stealth Battlesuit Shasui,207,True,⬟,4,4,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Fists,Stealth Battlesuit Shasui,207,False,,2,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Burst Cannon,Stealth Battlesuit Shasvre,208,True,,6,3,3,4,6,0,False,True,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fusion Blaster,Stealth Battlesuit Shasvre,208,True,⬟,4,4,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Fists,Stealth Battlesuit Shasvre,208,False,,2,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Twin Pulse Carbine,MV1 GUN DRONE,209,True,,4,3,4,5,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV1 GUN DRONE,209,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV4 SHIELD DRONE,210,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV36 GUARDIAN DRONE,211,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV31 PULSE ACCELERATOR DRONE,212,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV33 GRAV INHIBITOR DRONE,213,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MV7 MARKER DRONE,214,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Burst Cannon,MB3 RECON DRONE,215,True,,6,4,3,4,6,0,False,True,False,False,False,False,,True,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ram,MB3 RECON DRONE,215,False,,3,5,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Missile Pod,DS TACTICAL SUPPORT TURRET,216,True,,4,4,5,7,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Smart Missile System,DS TACTICAL SUPPORT TURRET,216,True,,6,4,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,True,False,False,False,0,0,False,False,False,False,False
Lasgun,Guardsman Trooper,148,True,,4,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bayonet,Guardsman Trooper,148,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Lasgun,Guardsman Comms,149,True,,4,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bayonet,Guardsman Comms,149,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Flamer,Guardsman Gunner,150,True,⬟,5,2,2,2,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Frag,Guardsman Gunner,150,True,,4,4,2,4,6,0,False,False,False,False,False,False,◯,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Krak,Guardsman Gunner,150,True,,4,4,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Meltagun,Guardsman Gunner,150,True,⬟,4,4,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Plasma Gun - Std,Guardsman Gunner,150,True,,4,4,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Gun - Super,Guardsman Gunner,150,True,,4,4,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Sniper,Guardsman Gunner,150,True,,4,3,3,3,6,0,False,False,False,False,False,False,,False,,False,True,False,True,False,False,False,False,False,0,1,False,False,False,False,False
Bayonet,Guardsman Gunner,150,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bolt Pistol,Guardsman Sergeant,151,True,⬟,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Laspistol,Guardsman Sergeant,151,False,⬟,4,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Std,Guardsman Sergeant,151,True,⬟,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Super,Guardsman Sergeant,151,True,⬟,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Chainsword,Guardsman Sergeant,151,False,,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Guardsman Sergeant,151,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Hot Shot Lasgun,Tempestus Scion Trooper,152,True,,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Tempestus Scion Trooper,152,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Hot Shot Lasgun,Tempestus Scion Comms,153,True,,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Tempestus Scion Comms,153,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Flamer,Tempestus Scion Gunner,154,True,⬟,5,2,2,2,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Frag,Tempestus Scion Gunner,154,True,,4,3,2,4,6,0,False,False,False,False,False,False,◯,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Krak,Tempestus Scion Gunner,154,True,,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Hot-Shot Volley Gun,Tempestus Scion Gunner,154,True,,4,3,3,4,6,0,False,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Meltagun,Tempestus Scion Gunner,154,True,⬟,4,3,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Plasma Gun - Std,Tempestus Scion Gunner,154,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Gun - Super,Tempestus Scion Gunner,154,True,,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Tempestus Scion Gunner,154,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bolt Pistol,Tempestor,155,True,⬟,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Hot-Shot Laspistol,Tempestor,155,False,⬟,4,2,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Std,Tempestor,155,True,⬟,4,2,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Super,Tempestor,155,True,⬟,4,2,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Chainsword,Tempestor,155,False,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Powerfist,Tempestor,155,False,,4,4,5,7,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Tempestor,155,False,,4,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Lasgun,Trooper Veteran,156,True,,4,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Overcharged-Lasgun,Trooper Veteran,156,True,,4,4,2,3,6,1,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bayonet,Trooper Veteran,156,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bolt Pistol,Sergeant Veteran,157,True,⬟,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boltgun,Sergeant Veteran,157,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Laspistol,Sergeant Veteran,157,False,⬟,4,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Std,Sergeant Veteran,157,True,⬟,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Super,Sergeant Veteran,157,True,⬟,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bayonet,Sergeant Veteran,157,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Chainsword,Sergeant Veteran,157,False,,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Sergeant Veteran,157,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Long-Las,Sniper Veteran,158,True,,4,2,3,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,3,False,False,False,False,False
Bayonet,Sniper Veteran,158,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Flamer,Gunner Veteran,159,True,⬟,5,2,2,2,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Frag,Gunner Veteran,159,True,,4,4,2,4,6,0,False,False,False,False,False,False,◯,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Grenade Launcher - Krak,Gunner Veteran,159,True,,4,4,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Meltagun,Gunner Veteran,159,True,⬟,4,4,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Plasma Gun - Std,Gunner Veteran,159,True,,4,4,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Gun - Super,Gunner Veteran,159,True,,4,4,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bayonet,Gunner Veteran,159,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
